path,type,level,section,de,cau,option,language,key,alias,text,mode,status,error
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_c.png,nghe,topik2,listen,52,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_52_3_c,The image is a pie chart with a 60% slice. The chart is in Korean.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_c.png,nghe,topik2,listen,52,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_52_3_c,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_b.png,nghe,topik2,listen,36,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_36_2_b,The image is a comic strip featuring a man and a woman. The woman is holding a suitcase while the man is holding a piece of luggage. They are standing in front of a window.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_b.png,nghe,topik2,listen,36,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_36_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_1_d.png,nghe,topik2,listen,36,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_36_1_d,The woman is holding a shirt in her hand.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_1_d.png,nghe,topik2,listen,36,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_36_1_d,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_1_d.png,nghe,topik2,listen,60,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_60_1_d,The woman is wearing a name tag.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_1_d.png,nghe,topik2,listen,60,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_60_1_d,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_1_a.png,nghe,topik2,listen,47,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_47_1_a,The man is wearing a tie.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_1_a.png,nghe,topik2,listen,47,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_47_1_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_a.png,nghe,topik2,listen,47,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_47_3_a,"The image shows a graph with two lines, one labeled 40 and the other labeled 20. The graph is in a foreign language, but the numbers are clearly visible.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_a.png,nghe,topik2,listen,47,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_47_3_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_b.png,nghe,topik2,listen,91,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_91_2_b,The man is holding a bag with a number 2 on it.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_b.png,nghe,topik2,listen,91,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_91_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_3_b.png,nghe,topik2,listen,64,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_64_3_b,"The image shows a graph with a line that is going up. The graph is in a foreign language, but it appears to be a line graph showing the progress of something.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_3_b.png,nghe,topik2,listen,64,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_64_3_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_a.png,nghe,topik2,listen,36,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_36_2_a,"The image is a comic strip featuring a man and a woman sitting in an airplane. The man is holding a suitcase, and the woman is looking at him. The comic strip is in black and white.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_a.png,nghe,topik2,listen,36,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_36_2_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_a.png,nghe,topik2,listen,83,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_83_1_a,"The image is a comic strip featuring a man and a woman. The man is wearing a white shirt and has his hands out. The woman is wearing a black shirt and has her hands out as well. They are standing in a room with a vase on a table. There are also several other people in the room, some of whom are wearing backpacks.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_a.png,nghe,topik2,listen,83,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_83_1_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_b.png,nghe,topik2,listen,83,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_83_2_b,"The image shows a boy and a girl kneeling down and planting flowers in pots. They are surrounded by several potted plants, with some placed on the floor and others on a table. The scene appears to be a fun and educational activity for the children.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_b.png,nghe,topik2,listen,83,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_83_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_b.png,nghe,topik2,listen,47,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_47_3_b,"The image shows a graph with two lines, one labeled 40 and the other labeled 20. The graph is in a foreign language, but the numbers are clearly visible.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_b.png,nghe,topik2,listen,47,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_47_3_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_c.png,nghe,topik2,listen,47,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_47_2_c,"The image is a comic strip featuring a man and a woman. The man is holding a tray with two cups on it. The woman is sitting at a table, and they are having a conversation. The man is wearing a striped shirt, and the woman is wearing a black shirt. The scene takes place in a cafe, as indicated by the presence of a coffee maker and a dining table.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_c.png,nghe,topik2,listen,47,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_47_2_c,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_d.png,nghe,topik2,listen,37,3,d,en,type=nghe|level=topik2|cau=3|opt=d|lang=en,topik2_listen_37_3_d,The image is a pie chart with a 55% slice.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_d.png,nghe,topik2,listen,37,3,d,ko,type=nghe|level=topik2|cau=3|opt=d|lang=ko,topik2_listen_37_3_d,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_d.png,nghe,topik2,listen,91,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_91_2_d,The man is holding a box with a picture of a donut on it.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_d.png,nghe,topik2,listen,91,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_91_2_d,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_3_c.png,nghe,topik2,listen,83,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_83_3_c,The image is a pie chart with a 33% slice.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_3_c.png,nghe,topik2,listen,83,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_83_3_c,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_2_a.png,nghe,topik2,listen,96,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_96_2_a,"The image is a comic strip featuring two people working in a workshop. One person is holding a broom, while the other is holding a hammer. The scene appears to be a construction or renovation project.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_2_a.png,nghe,topik2,listen,96,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_96_2_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_c.png,nghe,topik2,listen,60,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_60_3_c,The image is a chart with a lot of text in a foreign language. The text is mostly printed and is transcribed verbatim below.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_c.png,nghe,topik2,listen,60,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_60_3_c,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_b.png,nghe,topik2,listen,37,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_37_2_b,A woman is handing a bag to a man in a store.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_b.png,nghe,topik2,listen,37,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_37_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_a.png,nghe,topik2,listen,64,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_64_2_a,"The image is a comic strip featuring two people playing bowling. The first person is holding a bowling ball, and the second person is holding their hands out, possibly indicating that they are about to throw the ball. The scene takes place in a bowling alley, with several bowling pins visible in the background.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_a.png,nghe,topik2,listen,64,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_64_2_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_b.png,nghe,topik2,listen,64,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_64_2_b,"The image shows two people playing bowling in a bowling alley. They are both wearing white shirts and are in the middle of a game. The bowling alley has several pins scattered around, and there are a few other people in the background. The scene is depicted in a comic-like style, with the two main characters being the focus of the image.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_b.png,nghe,topik2,listen,64,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_64_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_2_b.png,nghe,topik2,listen,35,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_35_2_b,"The image is a comic strip featuring a man and a woman. The man is holding a plate with a sandwich on it, and the woman is smiling. They are standing in a park with trees in the background.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_2_b.png,nghe,topik2,listen,35,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_35_2_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_b.png,nghe,topik2,listen,96,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_96_1_b,"The sign says 15,500.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_b.png,nghe,topik2,listen,96,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_96_1_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_b.png,nghe,topik2,listen,41,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_41_1_b,"The image is a comic strip featuring a man and a woman in a kitchen. The woman is holding a pot and pointing at it, while the man is standing next to her. The man is wearing a white shirt and has his mouth open, possibly making a comment or asking a question. The woman is wearing a brown shirt. The kitchen is equipped with a microwave and an oven.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_b.png,nghe,topik2,listen,41,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_41_1_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_b.png,nghe,topik2,listen,83,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_83_1_b,"The image is a comic strip featuring a man and a woman. The woman is holding a purse and a cell phone, while the man is holding a knife. They are standing in front of a counter, possibly in a store. The comic strip is in black and white.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_b.png,nghe,topik2,listen,83,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_83_1_b,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_3_a.png,nghe,topik2,listen,41,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_41_3_a,"The image shows a graph with a line that goes from 30 to 100. The line is labeled in Korean. The graph is accompanied by a caption that reads ""1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_3_a.png,nghe,topik2,listen,41,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_41_3_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_a.png,nghe,topik2,listen,35,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_35_3_a,The image is a chart with a circle in the middle and several numbers and percentages around it. The chart is in Korean and the numbers are in both Korean and English. The chart appears to be discussing the percentage of people who have certain traits or characteristics.,llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_a.png,nghe,topik2,listen,35,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_35_3_a,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_d.png,nghe,topik2,listen,83,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_83_2_d,"The image is a comic strip featuring a man and a girl. The man is holding a potted plant and pointing at the girl. The girl is holding a potted plant as well. There are several potted plants in the scene, with some placed on the floor and others on a table. The man and girl are standing in a room with a window.",llava:llava-1.5-7b-hf,ok_new,
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_d.png,nghe,topik2,listen,83,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_83_2_d,,llava:llava-1.5-7b-hf,translate_fail,"Helsinki-NLP/opus-mt-en-ko is not a local folder and is not a valid model identifier listed on 'https://huggingface.co/models'
If this is a private repository, make sure to pass a token having permission to this repo either by logging in with `huggingface-cli login` or by passing `token=<your_token>`"
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_1_d.png,nghe,topik2,listen,91,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_91_1_d,The woman is holding a tie.,llava:llava-1.5-7b-hf,ok_new,
